,default_cat,pdays_cat,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,housing,loan,contact,month,day_of_week,poutcome,age,campaign,previous
5670,no,0,1.1,93.994,-36.4,4.857,5191.0,retired,married,basic.9y,no,yes,telephone,may,mon,nonexistent,54,1,0
29171,no,0,-1.8,93.075,-47.1,1.405,5099.1,technician,married,professional.course,no,no,cellular,apr,fri,nonexistent,37,2,0
14877,no,0,1.4,93.918,-42.7,4.957,5228.1,services,married,basic.9y,no,no,cellular,jul,wed,nonexistent,25,2,0
10824,unknown|yes,0,1.4,94.465,-41.8,4.962,5228.1,entrepreneur,married,university.degree,no,no,telephone,jun,wed,nonexistent,45,9,0
8455,no,0,1.4,94.465,-41.8,4.864,5228.1,self-employed,divorced,university.degree,no,yes,telephone,jun,tue,nonexistent,32,21,0
31680,no,0,-1.8,92.893,-46.2,1.327,5099.1,blue-collar,divorced,high.school,yes,no,cellular,may,thu,failure,38,1,1
33299,no,0,-1.8,92.893,-46.2,1.291,5099.1,admin.,single,university.degree,no,no,cellular,may,tue,failure,31,1,1
30597,no,0,-1.8,92.893,-46.2,1.354,5099.1,admin.,married,high.school,no,no,telephone,may,mon,nonexistent,39,4,0
36989,no,14,-2.9,92.469,-33.6,1.059,5076.2,admin.,single,high.school,yes,no,cellular,jul,fri,failure,35,2,2
37473,no,4,-2.9,92.201,-31.4,0.873,5076.2,admin.,married,high.school,no,no,cellular,aug,thu,success,39,2,1
16065,no,0,1.4,93.918,-42.7,4.961,5228.1,admin.,single,high.school,no,no,cellular,jul,tue,nonexistent,30,1,0
32678,no,0,-1.8,92.893,-46.2,1.299,5099.1,blue-collar,married,basic.6y,yes,no,cellular,may,mon,nonexistent,38,2,0
20075,no,0,1.4,93.444,-36.1,4.965,5228.1,services,married,high.school,yes,yes,cellular,aug,mon,nonexistent,49,1,0
4441,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,self-employed,married,university.degree,no,no,telephone,may,tue,nonexistent,48,8,0
39132,no,0,-1.8,93.369,-34.8,0.655,5008.7,blue-collar,married,high.school,yes,no,telephone,mar,tue,nonexistent,30,1,0
4399,no,0,1.1,93.994,-36.4,4.856,5191.0,blue-collar,single,high.school,yes,no,telephone,may,tue,nonexistent,30,1,0
38033,no,3,-3.4,92.379,-29.8,0.781,5017.5,retired,married,basic.4y,yes,no,cellular,sep,wed,success,76,2,1
33322,no,0,-1.8,92.893,-46.2,1.291,5099.1,blue-collar,married,basic.4y,yes,yes,cellular,may,tue,failure,43,1,1
18938,no,0,1.4,93.444,-36.1,4.97,5228.1,blue-collar,married,university.degree,no,no,cellular,aug,mon,nonexistent,53,1,0
19118,no,0,1.4,93.444,-36.1,4.968,5228.1,admin.,divorced,university.degree,yes,no,cellular,aug,tue,nonexistent,38,2,0
10251,unknown|yes,0,1.4,94.465,-41.8,4.96,5228.1,blue-collar,married,basic.9y,no,no,telephone,jun,mon,nonexistent,34,8,0
8576,no,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,married,high.school,no,no,telephone,jun,wed,nonexistent,30,1,0
10202,no,0,1.4,94.465,-41.8,4.958,5228.1,admin.,married,university.degree,no,no,telephone,jun,thu,nonexistent,38,2,0
35425,unknown|yes,0,-1.8,92.893,-46.2,1.244,5099.1,blue-collar,single,high.school,no,no,cellular,may,mon,nonexistent,45,4,0
2195,no,0,1.1,93.994,-36.4,4.857,5191.0,services,divorced,high.school,no,no,telephone,may,mon,nonexistent,47,3,0
2334,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,married,professional.course,yes,no,telephone,may,tue,nonexistent,34,2,0
14941,no,0,1.4,93.918,-42.7,4.957,5228.1,admin.,single,high.school,no,no,cellular,jul,wed,nonexistent,40,2,0
9546,no,0,1.4,94.465,-41.8,4.961,5228.1,services,married,high.school,no,no,telephone,jun,mon,nonexistent,27,2,0
12696,no,0,1.4,93.918,-42.7,4.96,5228.1,admin.,divorced,high.school,no,no,telephone,jul,mon,nonexistent,48,2,0
30166,no,0,-1.8,93.075,-47.1,1.365,5099.1,admin.,married,high.school,yes,no,cellular,apr,thu,nonexistent,40,1,0
34378,unknown|yes,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,married,basic.9y,no,no,cellular,may,thu,nonexistent,39,6,0
16597,no,0,1.4,93.918,-42.7,4.963,5228.1,services,married,basic.9y,no,no,cellular,jul,wed,nonexistent,48,6,0
18953,no,0,1.4,93.444,-36.1,4.97,5228.1,admin.,married,university.degree,yes,no,cellular,aug,mon,nonexistent,30,1,0
22578,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,university.degree,no,no,cellular,aug,fri,nonexistent,31,2,0
15012,no,0,1.4,93.918,-42.7,4.958,5228.1,services,single,high.school,no,yes,cellular,jul,thu,nonexistent,26,1,0
38970,no,0,-3.0,92.713,-33.0,0.72,5023.5,retired,married,high.school,no,no,cellular,dec,thu,nonexistent,60,1,0
40327,no,0,-1.7,94.027,-38.3,0.898,4991.6,technician,single,university.degree,no,no,cellular,aug,mon,nonexistent,31,2,0
21264,no,0,1.4,93.444,-36.1,4.963,5228.1,admin.,married,university.degree,yes,no,cellular,aug,mon,nonexistent,32,1,0
7820,unknown|yes,0,1.4,94.465,-41.8,4.865,5228.1,admin.,married,university.degree,yes,no,telephone,jun,mon,nonexistent,40,1,0
40906,no,0,-1.1,94.601,-49.5,0.977,4963.6,services,married,professional.course,no,no,cellular,oct,mon,failure,33,1,3
34787,no,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,married,basic.9y,no,yes,cellular,may,thu,nonexistent,33,7,0
24018,no,0,-0.1,93.798,-40.4,4.968,5195.8,blue-collar,married,professional.course,no,no,telephone,oct,tue,nonexistent,59,1,0
38719,no,0,-3.4,92.649,-30.1,0.715,5017.5,student,single,high.school,no,no,telephone,nov,tue,nonexistent,25,2,0
38763,no,0,-3.4,92.649,-30.1,0.714,5017.5,self-employed,married,university.degree,no,no,cellular,nov,thu,nonexistent,32,2,0
24734,no,0,-0.1,93.2,-42.0,4.153,5195.8,admin.,married,high.school,no,no,cellular,nov,tue,nonexistent,43,1,0
20270,no,0,1.4,93.444,-36.1,4.965,5228.1,technician,married,university.degree,no,yes,cellular,aug,mon,nonexistent,30,3,0
15314,no,0,1.4,93.918,-42.7,4.957,5228.1,blue-collar,single,basic.6y,no,no,cellular,jul,fri,nonexistent,22,4,0
3267,no,0,1.1,93.994,-36.4,4.86,5191.0,technician,married,university.degree,yes,no,telephone,may,thu,nonexistent,59,1,0
19466,unknown|yes,0,1.4,93.444,-36.1,4.968,5228.1,technician,single,university.degree,yes,no,cellular,aug,thu,nonexistent,30,1,0
1672,no,0,1.1,93.994,-36.4,4.855,5191.0,services,divorced,university.degree,no,no,telephone,may,fri,nonexistent,36,1,0
35470,no,0,-1.8,92.893,-46.2,1.244,5099.1,technician,single,professional.course,yes,yes,cellular,may,mon,nonexistent,38,9,0
16165,no,0,1.4,93.918,-42.7,4.961,5228.1,services,divorced,university.degree,yes,no,cellular,jul,tue,nonexistent,35,2,0
18098,unknown|yes,0,1.4,93.918,-42.7,4.963,5228.1,blue-collar,married,basic.6y,no,no,cellular,jul,wed,nonexistent,37,1,0
36343,no,0,-2.9,92.963,-40.8,1.262,5076.2,technician,married,high.school,yes,no,cellular,jun,tue,nonexistent,48,1,0
8506,unknown|yes,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,married,professional.course,no,no,telephone,jun,wed,nonexistent,46,1,0
35568,no,0,-1.8,92.893,-46.2,1.244,5099.1,services,single,university.degree,yes,yes,cellular,may,mon,nonexistent,27,5,0
2583,no,0,1.1,93.994,-36.4,4.856,5191.0,retired,divorced,basic.4y,yes,no,telephone,may,tue,nonexistent,54,2,0
9408,unknown|yes,0,1.4,94.465,-41.8,4.967,5228.1,technician,married,professional.course,no,no,telephone,jun,fri,nonexistent,45,3,0
28983,no,0,-1.8,93.075,-47.1,1.405,5099.1,technician,single,university.degree,yes,no,cellular,apr,fri,failure,38,3,1
22711,no,0,1.4,93.444,-36.1,4.964,5228.1,services,married,high.school,no,no,cellular,aug,fri,nonexistent,58,5,0
30017,no,0,-1.8,93.075,-47.1,1.405,5099.1,admin.,single,university.degree,no,no,cellular,apr,wed,nonexistent,23,2,0
36162,no,0,-1.8,92.893,-46.2,1.27,5099.1,technician,single,university.degree,no,no,telephone,may,wed,nonexistent,40,1,0
28148,unknown|yes,0,-1.8,93.075,-47.1,1.466,5099.1,services,married,university.degree,no,no,cellular,apr,mon,failure,40,1,1
5223,no,0,1.1,93.994,-36.4,4.857,5191.0,management,married,university.degree,yes,yes,telephone,may,fri,nonexistent,47,1,0
38812,no,3,-3.4,92.649,-30.1,0.714,5017.5,student,single,university.degree,yes,no,cellular,nov,fri,success,21,3,1
20254,no,0,1.4,93.444,-36.1,4.965,5228.1,unemployed,married,university.degree,yes,no,cellular,aug,mon,nonexistent,52,1,0
27795,no,0,-1.8,92.843,-50.0,1.687,5099.1,admin.,married,university.degree,yes,yes,cellular,mar,tue,nonexistent,37,3,0
26536,no,0,-0.1,93.2,-42.0,4.076,5195.8,admin.,married,university.degree,no,no,cellular,nov,thu,nonexistent,39,1,0
1559,no,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,single,basic.6y,no,no,telephone,may,thu,nonexistent,29,3,0
22029,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,married,university.degree,yes,no,cellular,aug,wed,nonexistent,32,3,0
34862,no,0,-1.8,92.893,-46.2,1.25,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,fri,nonexistent,29,4,0
14959,no,0,1.4,93.918,-42.7,4.957,5228.1,management,single,university.degree,no,no,telephone,jul,wed,nonexistent,38,8,0
2899,no,0,1.1,93.994,-36.4,4.859,5191.0,admin.,married,university.degree,yes,no,telephone,may,wed,nonexistent,33,2,0
25426,no,0,-0.1,93.2,-42.0,4.12,5195.8,blue-collar,married,basic.9y,yes,no,cellular,nov,wed,nonexistent,31,3,0
17940,no,0,1.4,93.918,-42.7,4.961,5228.1,entrepreneur,divorced,university.degree,no,yes,telephone,jul,tue,nonexistent,55,7,0
2019,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,technician,married,professional.course,no,no,telephone,may,mon,nonexistent,41,3,0
31616,no,0,-1.8,92.893,-46.2,1.327,5099.1,blue-collar,married,basic.6y,yes,no,cellular,may,thu,nonexistent,33,1,0
31992,no,0,-1.8,92.893,-46.2,1.327,5099.1,management,married,university.degree,yes,no,cellular,may,thu,nonexistent,47,6,0
8903,no,0,1.4,94.465,-41.8,4.866,5228.1,blue-collar,married,basic.4y,no,no,telephone,jun,thu,nonexistent,28,1,0
7043,no,0,1.1,93.994,-36.4,4.86,5191.0,services,single,high.school,no,no,telephone,may,thu,nonexistent,29,2,0
7628,unknown|yes,0,1.1,93.994,-36.4,4.864,5191.0,self-employed,single,university.degree,yes,yes,telephone,may,fri,nonexistent,52,2,0
25927,no,0,-0.1,93.2,-42.0,4.12,5195.8,technician,married,university.degree,no,yes,cellular,nov,wed,failure,32,1,1
11891,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,university.degree,yes,no,telephone,jun,fri,nonexistent,47,4,0
21803,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,no,no,cellular,aug,wed,nonexistent,56,1,0
9363,no,0,1.4,94.465,-41.8,4.967,5228.1,admin.,single,basic.6y,yes,yes,telephone,jun,fri,nonexistent,35,1,0
36551,no,0,-2.9,92.963,-40.8,1.26,5076.2,services,single,high.school,yes,yes,cellular,jun,wed,failure,29,2,2
30209,no,0,-1.8,93.075,-47.1,1.365,5099.1,self-employed,single,university.degree,yes,no,cellular,apr,thu,nonexistent,37,1,0
15717,no,0,1.4,93.918,-42.7,4.96,5228.1,admin.,single,high.school,yes,no,cellular,jul,mon,nonexistent,28,1,0
32541,no,0,-1.8,92.893,-46.2,1.313,5099.1,blue-collar,married,basic.9y,yes,no,cellular,may,fri,failure,44,1,1
13090,no,0,1.4,93.918,-42.7,4.962,5228.1,technician,single,university.degree,no,no,cellular,jul,tue,nonexistent,29,2,0
8234,no,0,1.4,94.465,-41.8,4.864,5228.1,blue-collar,married,basic.9y,yes,no,telephone,jun,tue,nonexistent,35,2,0
2994,no,0,1.1,93.994,-36.4,4.859,5191.0,technician,married,professional.course,no,no,telephone,may,wed,nonexistent,35,1,0
32442,unknown|yes,0,-1.8,92.893,-46.2,1.313,5099.1,blue-collar,single,university.degree,yes,no,cellular,may,fri,nonexistent,49,2,0
1057,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,married,high.school,yes,no,telephone,may,wed,nonexistent,37,2,0
39220,no,6,-1.8,93.369,-34.8,0.652,5008.7,admin.,single,university.degree,yes,no,cellular,mar,tue,success,34,1,3
18481,no,0,1.4,93.918,-42.7,4.968,5228.1,services,married,high.school,yes,no,telephone,jul,thu,nonexistent,38,1,0
14810,no,0,1.4,93.918,-42.7,4.957,5228.1,blue-collar,single,high.school,yes,no,cellular,jul,wed,nonexistent,23,1,0
11230,no,0,1.4,94.465,-41.8,4.961,5228.1,blue-collar,single,high.school,yes,no,telephone,jun,thu,nonexistent,29,3,0
39999,no,3,-1.7,94.055,-39.8,0.767,4991.6,retired,married,basic.4y,yes,no,cellular,jun,wed,success,56,2,2
20265,unknown|yes,0,1.4,93.444,-36.1,4.965,5228.1,technician,single,high.school,yes,yes,cellular,aug,mon,nonexistent,38,3,0
25534,no,0,-0.1,93.2,-42.0,4.12,5195.8,technician,single,professional.course,no,no,cellular,nov,wed,failure,31,1,1
11719,no,0,1.4,94.465,-41.8,4.959,5228.1,housemaid,married,university.degree,yes,no,telephone,jun,fri,nonexistent,39,2,0
40028,no,0,-1.7,94.215,-40.3,0.79,4991.6,blue-collar,single,basic.9y,no,yes,cellular,jul,fri,nonexistent,25,1,0
9901,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,entrepreneur,married,university.degree,no,no,telephone,jun,wed,nonexistent,43,1,0
12245,no,0,1.4,93.918,-42.7,4.966,5228.1,technician,married,university.degree,no,no,telephone,jul,thu,nonexistent,58,1,0
40278,no,6,-1.7,94.215,-40.3,0.896,4991.6,student,single,professional.course,no,no,cellular,jul,wed,success,24,2,3
34371,no,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,married,professional.course,yes,no,cellular,may,thu,nonexistent,32,1,0
9514,no,0,1.4,94.465,-41.8,4.961,5228.1,admin.,married,university.degree,yes,no,telephone,jun,mon,nonexistent,45,5,0
36115,no,0,-1.8,92.893,-46.2,1.27,5099.1,admin.,single,university.degree,no,no,cellular,may,wed,nonexistent,32,2,0
7200,unknown|yes,0,1.1,93.994,-36.4,4.86,5191.0,services,single,high.school,yes,no,telephone,may,thu,nonexistent,31,3,0
22349,no,0,1.4,93.444,-36.1,4.963,5228.1,technician,single,professional.course,yes,no,cellular,aug,thu,nonexistent,31,10,0
40746,no,0,-1.1,94.199,-37.5,0.879,4963.6,admin.,married,university.degree,no,yes,cellular,sep,thu,nonexistent,37,1,0
36664,no,0,-2.9,92.963,-40.8,1.268,5076.2,admin.,single,university.degree,yes,no,cellular,jun,fri,nonexistent,27,1,0
25136,no,0,-0.1,93.2,-42.0,4.153,5195.8,entrepreneur,married,basic.9y,no,no,cellular,nov,tue,nonexistent,32,2,0
4231,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,married,university.degree,no,no,telephone,may,tue,nonexistent,34,1,0
36277,no,0,-2.9,92.963,-40.8,1.266,5076.2,management,married,university.degree,yes,no,cellular,jun,mon,failure,49,1,1
24737,unknown|yes,0,-0.1,93.2,-42.0,4.153,5195.8,admin.,married,professional.course,yes,yes,telephone,nov,tue,nonexistent,55,2,0
1456,unknown|yes,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,married,basic.6y,no,yes,telephone,may,thu,nonexistent,34,2,0
9643,no,0,1.4,94.465,-41.8,4.961,5228.1,technician,married,basic.9y,no,no,telephone,jun,mon,nonexistent,33,1,0
35944,no,0,-1.8,92.893,-46.2,1.264,5099.1,admin.,married,university.degree,yes,no,cellular,may,mon,nonexistent,25,7,0
2719,no,0,1.1,93.994,-36.4,4.859,5191.0,blue-collar,married,basic.4y,no,no,telephone,may,wed,nonexistent,41,1,0
11848,unknown|yes,0,1.4,94.465,-41.8,4.959,5228.1,technician,married,professional.course,yes,no,telephone,jun,fri,nonexistent,58,8,0
14712,no,0,1.4,93.918,-42.7,4.961,5228.1,admin.,single,professional.course,no,no,cellular,jul,tue,nonexistent,27,5,0
7683,no,0,1.1,93.994,-36.4,4.864,5191.0,services,married,high.school,no,no,telephone,may,fri,nonexistent,44,3,0
37633,no,6,-2.9,92.201,-31.4,0.861,5076.2,admin.,single,high.school,yes,no,cellular,aug,mon,success,41,1,1
16958,no,0,1.4,93.918,-42.7,4.962,5228.1,unemployed,married,basic.6y,yes,no,cellular,jul,thu,nonexistent,48,1,0
19516,no,0,1.4,93.444,-36.1,4.968,5228.1,housemaid,married,university.degree,yes,yes,cellular,aug,thu,nonexistent,49,1,0
14329,unknown|yes,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,basic.4y,no,no,cellular,jul,mon,nonexistent,54,3,0
32827,no,0,-1.8,92.893,-46.2,1.299,5099.1,admin.,single,high.school,no,no,cellular,may,mon,nonexistent,47,2,0
17947,no,0,1.4,93.918,-42.7,4.961,5228.1,management,divorced,university.degree,yes,no,cellular,jul,tue,nonexistent,38,9,0
18978,no,0,1.4,93.444,-36.1,4.97,5228.1,admin.,married,university.degree,no,yes,cellular,aug,mon,nonexistent,30,2,0
28865,no,0,-1.8,93.075,-47.1,1.41,5099.1,blue-collar,married,university.degree,no,no,cellular,apr,thu,nonexistent,45,1,0
11053,no,0,1.4,94.465,-41.8,4.962,5228.1,admin.,married,high.school,yes,no,telephone,jun,wed,nonexistent,49,3,0
3499,no,0,1.1,93.994,-36.4,4.86,5191.0,entrepreneur,married,basic.4y,no,yes,telephone,may,thu,nonexistent,48,8,0
36941,no,0,-2.9,92.469,-33.6,1.085,5076.2,management,married,professional.course,no,no,cellular,jul,wed,nonexistent,56,2,0
23455,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,married,university.degree,no,no,telephone,aug,wed,nonexistent,30,4,0
27635,no,0,-0.1,93.2,-42.0,4.021,5195.8,blue-collar,single,basic.6y,no,no,telephone,nov,fri,nonexistent,29,2,0
23063,unknown|yes,0,1.4,93.444,-36.1,4.965,5228.1,management,married,university.degree,yes,yes,cellular,aug,tue,nonexistent,42,1,0
23263,no,0,1.4,93.444,-36.1,4.964,5228.1,admin.,single,university.degree,no,no,cellular,aug,wed,nonexistent,29,6,0
30815,no,0,-1.8,92.893,-46.2,1.344,5099.1,admin.,single,high.school,yes,no,cellular,may,tue,nonexistent,33,1,0
1056,no,0,1.1,93.994,-36.4,4.856,5191.0,admin.,married,high.school,no,no,telephone,may,wed,nonexistent,44,3,0
31821,no,0,-1.8,92.893,-46.2,1.327,5099.1,services,single,high.school,no,no,cellular,may,thu,nonexistent,42,2,0
25623,unknown|yes,0,-0.1,93.2,-42.0,4.12,5195.8,services,divorced,high.school,yes,yes,cellular,nov,wed,failure,56,1,1
23972,no,0,1.4,93.444,-36.1,4.963,5228.1,unemployed,married,university.degree,yes,no,cellular,aug,fri,nonexistent,33,2,0
11839,no,0,1.4,94.465,-41.8,4.959,5228.1,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,nonexistent,37,7,0
37771,no,0,-2.9,92.201,-31.4,0.843,5076.2,unemployed,single,high.school,yes,no,cellular,aug,mon,nonexistent,38,2,0
25285,no,0,-0.1,93.2,-42.0,4.153,5195.8,technician,single,university.degree,no,no,cellular,nov,tue,failure,31,1,1
16661,no,0,1.4,93.918,-42.7,4.963,5228.1,admin.,single,university.degree,yes,no,cellular,jul,wed,nonexistent,26,5,0
25318,unknown|yes,0,-0.1,93.2,-42.0,4.153,5195.8,entrepreneur,married,university.degree,no,no,cellular,nov,tue,nonexistent,42,2,0
38797,no,6,-3.4,92.649,-30.1,0.714,5017.5,unemployed,married,basic.4y,no,no,cellular,nov,thu,success,60,2,1
852,no,0,1.1,93.994,-36.4,4.856,5191.0,services,married,basic.6y,yes,no,telephone,may,wed,nonexistent,31,2,0
12951,no,0,1.4,93.918,-42.7,4.962,5228.1,blue-collar,married,university.degree,yes,yes,cellular,jul,tue,nonexistent,41,1,0
4491,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,blue-collar,married,basic.4y,no,no,telephone,may,tue,nonexistent,45,8,0
23292,no,0,1.4,93.444,-36.1,4.964,5228.1,technician,married,professional.course,no,no,cellular,aug,wed,nonexistent,44,9,0
19370,unknown|yes,0,1.4,93.444,-36.1,4.967,5228.1,blue-collar,married,basic.4y,yes,no,cellular,aug,wed,nonexistent,60,1,0
23363,no,0,1.4,93.444,-36.1,4.964,5228.1,housemaid,married,basic.4y,no,yes,cellular,aug,wed,nonexistent,46,14,0
9939,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,professional.course,no,no,telephone,jun,wed,nonexistent,48,2,0
30867,no,0,-1.8,92.893,-46.2,1.344,5099.1,services,married,high.school,no,no,cellular,may,tue,failure,34,4,1
39833,no,3,-1.7,94.055,-39.8,0.715,4991.6,admin.,single,university.degree,yes,no,telephone,jun,wed,success,29,2,1
33166,no,0,-1.8,92.893,-46.2,1.291,5099.1,blue-collar,married,basic.4y,yes,no,cellular,may,tue,nonexistent,45,1,0
34555,no,0,-1.8,92.893,-46.2,1.266,5099.1,technician,single,professional.course,yes,no,cellular,may,thu,nonexistent,34,2,0
37303,no,0,-2.9,92.201,-31.4,0.884,5076.2,admin.,married,university.degree,yes,no,cellular,aug,mon,nonexistent,44,2,0
1389,unknown|yes,0,1.1,93.994,-36.4,4.855,5191.0,blue-collar,married,basic.6y,no,no,telephone,may,thu,nonexistent,36,1,0
5602,no,0,1.1,93.994,-36.4,4.857,5191.0,admin.,single,university.degree,yes,no,telephone,may,mon,nonexistent,30,2,0
31434,no,0,-1.8,92.893,-46.2,1.334,5099.1,management,married,university.degree,yes,no,cellular,may,wed,nonexistent,43,1,0
6378,unknown|yes,0,1.1,93.994,-36.4,4.857,5191.0,services,married,high.school,no,no,telephone,may,tue,nonexistent,34,2,0
24160,no,0,-0.1,93.2,-42.0,4.191,5195.8,unemployed,divorced,high.school,no,yes,cellular,nov,mon,nonexistent,36,1,0
7114,no,0,1.1,93.994,-36.4,4.86,5191.0,services,married,high.school,no,no,telephone,may,thu,nonexistent,39,3,0
9810,no,0,1.4,94.465,-41.8,4.959,5228.1,admin.,married,high.school,yes,no,telephone,jun,wed,nonexistent,46,1,0
34605,no,0,-1.8,92.893,-46.2,1.266,5099.1,blue-collar,single,basic.9y,yes,no,cellular,may,thu,nonexistent,31,1,0
13916,no,0,1.4,93.918,-42.7,4.963,5228.1,admin.,single,university.degree,no,no,cellular,jul,fri,nonexistent,30,2,0
8052,no,0,1.4,94.465,-41.8,4.865,5228.1,admin.,married,university.degree,yes,no,telephone,jun,mon,nonexistent,36,3,0
16612,no,0,1.4,93.918,-42.7,4.963,5228.1,blue-collar,married,basic.9y,no,no,cellular,jul,wed,nonexistent,29,2,0
20386,no,0,1.4,93.444,-36.1,4.966,5228.1,technician,married,professional.course,yes,no,cellular,aug,tue,nonexistent,51,4,0
4594,unknown|yes,0,1.1,93.994,-36.4,4.856,5191.0,services,divorced,basic.4y,yes,no,telephone,may,tue,nonexistent,55,2,0
40796,no,0,-1.1,94.199,-37.5,0.878,4963.6,services,single,professional.course,yes,no,cellular,sep,thu,failure,22,1,2
28433,unknown|yes,5,-1.8,93.075,-47.1,1.435,5099.1,blue-collar,married,basic.4y,yes,no,cellular,apr,thu,failure,48,2,3
11217,unknown|yes,0,1.4,94.465,-41.8,4.961,5228.1,unemployed,married,professional.course,yes,yes,telephone,jun,thu,nonexistent,37,1,0
27912,no,0,-1.8,92.843,-50.0,1.538,5099.1,technician,married,university.degree,yes,no,cellular,mar,thu,nonexistent,51,2,0
